localid,Language,collection,label,description ,definition,status
65,en,morfo_st,65,low and medium hills with scarp and structural summit surface,low and medium hills with scarp and structural summit surface,https://inspire.ec.europa.eu/registry/status/valid
66,en,morfo_st,66,low and high mountain with high gradient and steep with drainage pattern subdentritic and angular,low and high mountain with high gradient and steep with drainage pattern subdentritic and angular,https://inspire.ec.europa.eu/registry/status/valid
67,en,morfo_st,67,low mountain with high gradient with subparallel drainage pattern,low mountain with high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
68,en,morfo_st,68,low mountain with low and medium gradient with subparallel drainage pattern,low mountain with low and medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
69,en,morfo_st,69,low mountain with medium and high gradient with subdentritic drainage pattern,low mountain with medium and high gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
7,en,morfo_st,7,low hill with medium gradient with subdentritic drainage pattern,low hill with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
70,en,morfo_st,70,low mountain with medium and high gradient with subparallel drainage pattern,low mountain with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
71,en,morfo_st,71,low mountain and high hills with medium and high gradient with treads and with subparallel drainage pattern,low mountain and high hills with medium and high gradient with treads and with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
72,en,morfo_st,72,low mountain with medium and high gradient with subparallel to parallel drainage pattern,low mountain with medium and high gradient with subparallel to parallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
73,en,morfo_st,73,low mountain with medium and high gradient with karstic landforms and contorted drainage pattern,low mountain with medium and high gradient with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
74,en,morfo_st,74,high level hills and low mountain with medium gradient with subparallel to angular drainage pattern,high level hills and low mountain with medium gradient with subparallel to angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
75,en,morfo_st,75,low mountain with high gradient and steep with karstic landforms and contorted drainage pattern,low mountain with high gradient and steep with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
76,en,morfo_st,76,low mountain with high gradient with contorted drainage pattern,low mountain with high gradient with contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
77,en,morfo_st,77,low mountain with medium gradient with subdentritic drainage pattern,low mountain with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
78,en,morfo_st,78,low mountain with medium gradient with subparallel drainage pattern,low mountain with medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
79,en,morfo_st,79,low mountain with treads with low and medium gradient with karstic landforms and parallel drainage pattern,low mountain with treads with low and medium gradient with karstic landforms and parallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
8,en,morfo_st,8,low and medium hills with low and medium gradient and subdentritic drainage pattern,low and medium hills with low and medium gradient and subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
80,en,morfo_st,80,low mountain with low and medium gradient with subdentritic to subparallel drainage pattern,low mountain with low and medium gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
81,en,morfo_st,81,low mountain and high hills with medium and high gradient with subdentritic to subparallel drainage pattern,low mountain and high hills with medium and high gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
82,en,morfo_st,82,low mountain and high hills with low gradient with summit treads with angular or weakly developed drainage pattern,low mountain and high hills with low gradient with summit treads with angular or weakly developed drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
83,en,morfo_st,83,"low, medium and high hills with high gradient with subparallel drainage pattern","low, medium and high hills with high gradient with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
84,en,morfo_st,84,medium hills with medium gradient with subdentritic to subparallel drainage pattern,medium hills with medium gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
85,en,morfo_st,85,high mountain with high gradient with angular drainage pattern,high mountain with high gradient with angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
86,en,morfo_st,86,medium and high hills with karstic landforms with medium gradient with contorted drainage pattern,medium and high hills with karstic landforms with medium gradient with contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
87,en,morfo_st,87,high hills with low and medium gradient with subdentritic drainage pattern,high hills with low and medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
88,en,morfo_st,88,medium and high hills with medium gradient with subdentritic to subparallel drainage pattern,medium and high hills with medium gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
89,en,morfo_st,89,medium and high hills with medium gradient with subdentritic drainage pattern,medium and high hills with medium gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
9,en,morfo_st,9,low and medium hills with low and medium gradient with subparallel drainage pattern,low and medium hills with low and medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
90,en,morfo_st,90,high level hills and low mountain with medium and high gradient with subparallel drainage pattern,high level hills and low mountain with medium and high gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
